Module,Domain,Module Title,Topic,Question,Answer
M13,D5,"Reliability, Context & Provenance",LongSessions,What is the tell-tale sign of context degradation in a long session?,"The model gives inconsistent answers and references ""typical patterns"" rather than the specific classes/file paths it discovered earlier."
M13,D5,"Reliability, Context & Provenance",LongSessions,What is a scratchpad file and why use one?,"A disk file recording key findings, referenced on later questions. It keeps context flat and survives crashes and resets because it's on disk, not in volatile conversation state."
M13,D5,"Reliability, Context & Provenance",LongSessions,How does subagent delegation help large-codebase exploration?,"The subagent burns its own context window on verbose work (e.g. ""find all test files"") and returns a short result, so the main agent's context never sees the raw files."
M13,D5,"Reliability, Context & Provenance",LongSessions,What is a crash-recovery manifest?,A structured state export each agent writes to a known location; on resume the coordinator loads the manifest and injects it into agent prompts.
M13,D5,"Reliability, Context & Provenance",LongSessions,What does /compact do?,Reduces context usage during long exploration sessions when the window fills with verbose discovery output.
M13,D5,"Reliability, Context & Provenance",Review,Why can a 97% aggregate accuracy figure be misleading?,It can mask poor performance on a specific document type or field — a strong type can hide a failing one in the blended number.
M13,D5,"Reliability, Context & Provenance",Review,What is stratified random sampling used for in extraction QA?,Sampling high-confidence extractions on an ongoing basis to measure error rates and detect novel error patterns the aggregate won't surface.
M13,D5,"Reliability, Context & Provenance",Review,How are field-level confidence scores made useful?,"By calibrating review thresholds against labelled validation sets, then routing low-confidence or ambiguous extractions to human review."
M13,D5,"Reliability, Context & Provenance",Review,What must you validate before automating high-confidence extractions?,"Accuracy by document type and field segment, confirming consistent performance across all segments before reducing human review."
M13,D5,"Reliability, Context & Provenance",Review,Why is a raw 0.9 model confidence not enough to auto-resolve?,Confidence must first be calibrated on a labelled set to confirm 0.9-confidence outputs are actually right ~90% of the time.
M13,D5,"Reliability, Context & Provenance",Provenance,How is source attribution lost in multi-source synthesis?,"During summarisation, when findings are compressed without preserving claim-source mappings."
M13,D5,"Reliability, Context & Provenance",Provenance,What is a claim-source mapping?,"Each claim output with its source URL, document name and relevant excerpt, preserved and merged through synthesis by downstream agents."
M13,D5,"Reliability, Context & Provenance",Provenance,Why require publication/collection dates in structured outputs?,So temporal differences (different periods) aren't misinterpreted as contradictions between sources.
M13,D5,"Reliability, Context & Provenance",Provenance,How should conflicting statistics from credible sources be handled?,Annotate the conflict with source attribution (and dates) rather than arbitrarily picking one value; let the coordinator reconcile.
M13,D5,"Reliability, Context & Provenance",Provenance,What does reporting coverage gaps mean?,Structuring reports to distinguish well-supported findings from contested ones and flagging topic areas with gaps due to unavailable sources.
M13,D5,"Reliability, Context & Provenance",Provenance,How should different content types be rendered in synthesis output?,"Appropriately per type — financial data as tables, news as prose, technical findings as structured lists — not converted to one uniform format."
